processed_reviews,sentiment
"['im', 'regularly', 'flying', 'perthhong', 'konglondonport', 'spain', 'day', 'perth', 'london', 'via', 'cathay', 'pacific', 'business', 'class', 'excellent', 'sadly', 'swap', 'ba', 'london', 'trinidad', 'club', 'world', 'euphemism', 'slum', 'sky', 'cathay', 'pacific', 'business', 'class', 'seat', 'across', 'width', 'aircraft', 'ba', 'club', 'slum', 'across', 'youre', 'night', 'flight', 'mean', 'tripping', 'people', 'tripped', 'decor', 'abysmal', 'service', 'average', 'poor', 'seat', 'personal', 'space', 'design', 'lousy', 'there', 'much', 'space', 'work', 'film', 'choice', 'limited', 'video', 'screen', 'tiny', 'reminiscent', 'old', 'analogue', 'line', 'tv', 'overall', 'impression', 'dreary', 'coffinlike', 'space', 'minimal', 'storage', 'crummy', 'entertainment', 'average', 'food', 'indifferent', 'service', 'dont', 'fly', 'someone', 'else', 'anyone', 'else']",negative
"['travelled', 'lhr', 'montreal', 'st', 'august', 'montreal', 'lhr', 'st', 'september', 'aircraft', 'used', 'class', 'sector', 'normally', 'offer', 'first', 'service', 'business', 'class', 'passenger', 'spread', 'throughout', 'first', 'club', 'world', 'cabin', 'flight', 'time', 'cabin', 'crew', 'excellent', 'especially', 'outward', 'leg', 'check', 'baggage', 'reclaim', 'smooth', 'efficient', 'lounge', 'terminal', 'looking', 'tired', 'rather', 'dirty', 'used', 'food', 'choice', 'limited', 'although', 'enjoy', 'hot', 'soup', 'seating', 'ba', 'dated', 'even', 'ba', 'new', 'first', 'class', 'seat', 'rather', 'disappointing', 'compared', 'even', 'business', 'class', 'carry', 'emirate', 'qatar', 'food', 'well', 'par', 'term', 'quality', 'quantity', 'know', 'ba', 'struggling', 'make', 'end', 'meet', 'ultimately', 'appreciate', 'people', 'paying', 'premium', 'cabin', 'expect', 'certain', 'experience', 'seat', 'food', 'make', 'major', 'element', 'experience', 'guess', 'little', 'competition', 'ba', 'north', 'atlantic', 'route', 'help', 'explain', 'share', 'route', 'far', 'east', 'australia', 'diminishing']",positive
"['booked', 'british', 'airway', 'holiday', 'thats', 'flight', 'hotel', 'london', 'city', 'airport', 'florence', 'peretola', 'airport', 'either', 'came', 'ba', 'rep', 'husband', 'asked', 'upgrade', 'business', 'class', 'told', 'would', 'extra', 'return', 'trip', 'significant', 'birthday', 'thought', 'reason', 'noone', 'bother', 'upgrade', 'particular', 'flight', 'separate', 'ba', 'lounge', 'either', 'london', 'city', 'peretola', 'airport', 'faster', 'boarding', 'entirely', 'pointless', 'get', 'onto', 'bus', 'take', 'aeroplane', 'florence', 'bigger', 'seat', 'leg', 'room', 'small', 'plane', 'throughout', 'luggage', 'first', 'point', 'take', 'hour', 'get', 'custom', 'florence', 'better', 'meal', 'yes', 'choice', 'meat', 'fish', 'nice', 'worth', 'ba', 'rep', 'told', 'u', 'lack', 'facility', 'suggest', 'hotel', 'upgrade', 'instead', 'perfectly', 'pleasant', 'flight', 'holiday', 'great', 'paid', 'extra', 'reason', 'whatsoever']",positive
"['learn', 'flew', 'ba', 'dubai', 'last', 'friday', 'business', 'let', 'sum', 'boring', 'food', 'surly', 'crew', 'dirty', 'plane', 'expensive', 'product', 'get', 'unimaginative', 'inflight', 'entertainment', 'touch', 'modern', 'medium', 'screen', 'poor', 'couldnt', 'see', 'movie', 'gave', 'sandwich', 'get', 'land', 'awful', 'think', 'frequent', 'flyer', 'awfully', 'fed', 'crew', 'make', 'feel', 'way', 'plane', 'horribly', 'dirty', 'coffee', 'spilt', 'wipeable', 'area', 'around', 'seat', 'business', 'expect', 'better', 'enjoyable', 'fun', 'experience', 'mean', 'never', 'upgrade', 'take', 'care', 'frequent', 'flyer', 'chose', 'different', 'airline']",negative
"['flew', 'ba', 'gatwick', 'grenada', 'first', 'time', 'ba', 'due', 'date', 'dedicated', 'virgin', 'customer', 'upgraded', 'premium', 'economy', 'apart', 'extra', 'leg', 'room', 'ideal', 'hubby', 'odds', 'benefit', 'total', 'waste', 'money', 'almost', 'double', 'cost', 'upgrading', 'virgin', 'service', 'great', 'food', 'awful', 'welcome', 'board', 'drink', 'premium', 'economy', 'orange', 'juice', 'round', 'plastic', 'carton', 'virgin', 'offer', 'orange', 'juice', 'champagne', 'glass', 'idea', 'food', 'offer', 'menu', 'provided', 'disgruntled', 'chicken', 'beef', 'response', 'asked', 'stewardess', 'old', 'tatty', 'plane', 'small', 'tv', 'first', 'last', 'time', 'flying', 'ba', 'change', 'date', 'holiday', 'future', 'ensure', 'virgin', 'flight', 'overall', 'overpriced', 'upgrade', 'didnt', 'even', 'compare', 'virgin', 'economy', 'service', 'would', 'strongly', 'recommend', 'dont', 'waste', 'money', 'better', 'still', 'go', 'virgin']",positive
"['flew', 'indirect', 'orlando', 'back', 'although', 'miamiorlando', 'orlandodallas', 'dallaslondon', 'flight', 'american', 'airline', 'ba', 'partner', 'ba', 'flight', 'ba', 'old', 'plane', 'staff', 'great', 'food', 'alright', 'inflight', 'entertainment', 'poor', 'screen', 'control', 'film', 'ran', 'different', 'time', 'flown', 'virgin', 'singapore', 'long', 'haul', 'ba', 'rated', 'way', 'behind', 'aspect', 'nothing', 'compared', 'flew', 'american', 'airline', 'dallas', 'london', 'ba', 'understand', 'upgrading', 'fleet', 'see', 'flown', 'old', 'plane', 'unfortunate', 'enough', 'fly', 'first', 'min', 'plane', 'stank', 'like', 'toilet', 'extent', 'level', 'complaint', 'people', 'standing', 'protest', 'delayed', 'take', 'inflight', 'entertainment', 'joke', 'poor', 'quality', 'shared', 'screen', 'others', 'two', 'film', 'choice', 'crew', 'unfriendliest', 'ever', 'encountered', 'meet', 'greet', 'goodbye', 'thought', 'booking', 'ba', 'would', 'ensure', 'level', 'quality', 'would', 'demand', 'certain', 'level', 'quality', 'partner', 'unfortunately', 'worst', 'flight', 'ever', 'family', 'five', 'flying', 'ba']",negative
"['lhrphl', 'dreamliner', 'seat', 'k', 'recommend', 'seat', 'k', 'k', 'get', 'aisle', 'access', 'passenger', 'climb', 'foot', 'leave', 'seat', 'seat', 'feel', 'little', 'claustrophobic', 'compared', 'upper', 'deck', 'comfortable', 'service', 'outstanding', 'provided', 'male', 'crew', 'food', 'quality', 'improved', 'menu', 'choice', 'entertainment', 'system', 'excellent', 'thales', 'version', 'screen', 'bigger', 'picture', 'quality', 'better', 'aircraft', 'also', 'quiet', 'window', 'gimmick', 'dim', 'window', 'rather', 'using', 'conventional', 'blind']",positive
"['travelled', 'ba', 'rome', 'lhr', 'staff', 'rome', 'wonderful', 'contrast', 'heathrow', 'entirely', 'fault', 'left', 'passport', 'plane', 'asked', 'assistance', 'three', 'member', 'staff', 'helpdesk', 'anything', 'help', 'may', 'seem', 'terrible', 'got', 'situation', 'finally', 'deign', 'speak', 'told', 'plane', 'left', 'pointed', 'plane', 'still', 'outside', 'terminal', 'building', 'response', 'ignore', 'finally', 'found', 'one', 'polite', 'helpful', 'well', 'informed', 'kind', 'person', 'help', 'trolley', 'collector']",positive
"['london', 'budapest', 'club', 'worldnow', 'dont', 'even', 'mention', 'fact', 'luggage', 'hasnt', 'arrived', 'price', 'club', 'world', 'huge', 'rip', 'sit', 'new', 'slimline', 'type', 'seatwhich', 'thinner', 'previous', 'one', 'genius', 'obviously', 'thought', 'put', 'thinner', 'seat', 'squeeze', 'another', 'extra', 'row', 'mean', 'leg', 'space', 'le', 'half', 'old', 'day', 'exactly', 'like', 'economy', 'class', 'pay', 'dollar', 'stale', 'finger', 'sandwich', 'scone', 'bargain', 'shame', 'ba', 'lousy', 'service', 'never', 'fly']",negative
"['bkklhredilhrbkk', 'outbound', 'flight', 'standard', 'beyond', 'standard', 'ba', 'compare', 'top', 'tier', 'airline', 'return', 'flight', 'similar', 'fault', 'lay', 'ground', 'service', 'edi', 'lhr', 'latter', 'overcrowded', 'rather', 'scruffy', 'return', 'flight', 'magazine', 'forgot', 'load', 'individual', 'bottled', 'water', 'forgot', 'load', 'need', 'return', 'uk', 'try', 'alternative', 'night', 'flight', 'ba', 'stop', 'night', 'flight', 'last', 'autumn']",negative
"['lgwmcolgw', 'th', 'august', 'economy', 'class', 'got', 'gate', 'lounge', 'told', 'seat', 'reallocated', 'another', 'seat', 'reason', 'big', 'family', 'party', 'didnt', 'want', 'separate', 'considering', 'paid', 'lot', 'money', 'family', 'sit', 'together', 'got', 'plane', 'thinking', 'would', 'virgin', 'atlantic', 'wasnt', 'old', 'plane', 'tatty', 'one', 'well', 'food', 'drink', 'limited', 'whole', 'hour', 'flight', 'snack', 'board', 'food', 'limited', 'got', 'people', 'front', 'decide', 'recline', 'chair', 'front', 'within', 'told', 'hold', 'dinner', 'luckily', 'didnt', 'get', 'burnt', 'well', 'sorry', 'ba', 'next', 'time', 'flying', 'va']",positive
"['lgwfaro', 'return', 'thth', 'aug', 'economy', 'adult', 'child', 'whole', 'experience', 'check', 'arrival', 'faro', 'outstanding', 'regular', 'traveller', 'route', 'got', 'used', 'ex', 'bmi', 'airbus', 'route', 'seating', 'perfectly', 'comfortable', 'despite', 'reduced', 'seat', 'pitch', 'never', 'problem', 'requesting', 'one', 'drink', 'flight', 'crew', 'fantastic', 'direction', 'totally', 'service', 'orientated', 'start', 'finish', 'one', 'minor', 'issue', 'one', 'toilet', 'rear', 'whole', 'economy', 'cabin']",positive
"['flown', 'twice', 'ba', 'business', 'class', 'delhi', 'say', 'absolutely', 'poor', 'colleague', 'flew', 'new', 'delhi', 'business', 'trip', 'ba', 'pioneer', 'aircraft', 'create', 'concorde', 'key', 'word', 'theyve', 'basically', 'turned', 'frill', 'airline', 'allow', 'explain', 'blue', 'worn', 'carpet', 'padded', 'fabric', 'seat', 'stain', 'worn', 'grey', 'plastic', 'panel', 'little', 'grain', 'grit', 'dirt', 'get', 'tft', 'image', 'quality', 'vhs', 'tape', 'decor', 'look', 'like', 'directly', 'taken', 'film', 'airplane', 'still', 'get', 'odd', 'knock', 'leg', 'economy', 'passenger', 'boarding', 'plane', 'hand', 'luggage', 'private', 'space', 'staff', 'fine', 'flying', 'business', 'class', 'customer', 'get', 'wow', 'factor', 'none', 'plastic', 'translucent', 'slider', 'divide', 'seat', 'battered', 'shifted', 'crew', 'serve', 'food', 'drink', 'toilet', 'exactly', 'economy', 'except', 'business', 'class', 'stick', 'plastic', 'flower', 'glass', 'food', 'ok', 'nothing', 'special', 'normally', 'little', 'thing', 'make', 'difference', 'ba', 'need', 'total', 'make', 'flight', 'happens', 'everyday', 'london', 'delhi', 'ba', 'decor', 'plane', 'matched', 'experience', 'got', 'ba', 'dull', 'wont', 'flying', 'long', 'haul', 'advice', 'avoid', 'ba', 'book', 'flight', 'look', 'online', 'airline', 'offer']",negative
"['flew', 'london', 'doha', 'newly', 'refurbished', 'smooth', 'ride', 'airport', 'pleasant', 'staff', 'hand', 'help', 'boarding', 'time', 'slight', 'delay', 'put', 'u', 'back', 'half', 'hour', 'delayed', 'take', 'captain', 'good', 'keeping', 'u', 'informed', 'cabin', 'crew', 'friendly', 'enough', 'seemed', 'tired', 'service', 'smile', 'food', 'average', 'anything', 'write', 'home', 'felt', 'eat', 'quickly', 'flight', 'attendant', 'waiting', 'finish', 'last', 'bite', 'stern', 'look', 'inflight', 'entertainment', 'excellent', 'kept', 'entertained', 'throughout', 'six', 'hour', 'got', 'array', 'movie', 'tv', 'game', 'music', 'choose', 'seat', 'really', 'comfy', 'got', 'good', 'kip', 'overall', 'enjoyable', 'experience', 'would', 'definitely', 'fly', 'ba']",positive
"['atl', 'lhr', 'boeing', 'economy', 'ive', 'returned', 'family', 'holiday', 'usa', 'flew', 'ba', 'economy', 'flight', 'slightly', 'delayed', 'delay', 'made', 'journey', 'staff', 'pleasant', 'ife', 'fine', 'however', 'food', 'terrible', 'main', 'meal', 'choice', 'chicken', 'curry', 'rice', 'veggie', 'pasta', 'breakfast', 'landing', 'cold', 'box', 'consisting', 'croissant', 'bag', 'cranberry', 'granola', 'bar', 'happened', 'meat', 'choice', 'veggie', 'choose', 'veggie', 'option', 'advance', 'cooked', 'breakfast', 'ba', 'british', 'flag', 'tail', 'serve', 'british', 'food', 'im', 'silver', 'executive', 'club', 'member', 'food', 'ba', 'deteriorating', 'last', 'couple', 'year', 'ive', 'made', 'several', 'complaint']",neutral
"['flew', 'lhr', 'muscat', 'return', 'club', 'world', 'gzzza', 'loyal', 'ba', 'customer', 'flown', 'club', 'world', 'many', 'time', 'ba', 'long', 'haul', 'fleet', 'starting', 'show', 'age', 'cabin', 'looking', 'bit', 'old', 'equipment', 'working', 'flight', 'tv', 'would', 'stay', 'position', 'kept', 'falling', 'back', 'default', 'position', 'therefore', 'viewable', 'stuff', 'coffer', 'cup', 'protector', 'pivot', 'arm', 'keep', 'place', 'type', 'quality', 'expect', 'paying', 'several', 'thousand', 'flight', 'food', 'service', 'good', 'usual', 'ba', 'need', 'make', 'sure', 'inspect', 'make', 'sure', 'everything', 'work', 'clud', 'cabin', 'every', 'trip', 'paying', 'sort', 'money', 'club', 'first', 'ticket', 'cost', 'expect', 'everything', 'perfect', 'agee', 'comment', 'club', 'world', 'layout', 'starting', 'annoy', 'climbing', 'someone', 'leg', 'get', 'use', 'toilet', 'generally', 'still', 'think', 'ba', 'good', 'quality', 'product', 'havent', 'tried', 'emirate', 'qatar', 'etc', 'yet']",positive
"['economy', 'class', 'aug', 'london', 'lhr', 'new', 'york', 'jfk', 'boarding', 'terminal', 'love', 'sit', 'time', 'caffe', 'nero', 'coffee', 'watch', 'airplane', 'take', 'land', 'choose', 'ba', 'terminal', 'boarding', 'went', 'quite', 'smoothly', 'flight', 'full', 'took', 'minute', 'till', 'actually', 'took', 'time', 'supposed', 'seat', 'wasnt', 'comfortable', 'cushion', 'moving', 'seat', 'wasnt', 'firm', 'inflight', 'entertainment', 'limited', 'choice', 'movie', 'disappointing', 'screen', 'small', 'sometimes', 'working', 'flight', 'attendant', 'woman', 'polite', 'smiling', 'best', 'make', 'pleasurable', 'flight', 'toilet', 'clean', 'headphone', 'broken', 'ask', 'new', 'one', 'landed', 'time', 'took', 'minute', 'till', 'plane', 'could', 'park', 'another', 'minute', 'get', 'captain', 'informed', 'u', 'long', 'line', 'immigration', 'would', 'wait', 'give', 'u', 'go', 'ahead', 'inside', 'terminal', 'huge', 'line', 'took', 'hour', 'finally', 'reach', 'officer', 'far', 'annoying', 'tiring', 'experience', 'land', 'pm', 'get', 'much', 'choose', 'airline', 'land', 'terminal', 'handle', 'large', 'number', 'passenger', 'effectively']",positive
"['ba', 'lhr', 'sin', 'ber', 'first', 'class', 'nice', 'four', 'month', 'old', 'sign', 'wear', 'already', 'seat', 'k', 'reasonably', 'private', 'reasonably', 'quiet', 'useful', 'wardrobe', 'enough', 'space', 'put', 'various', 'item', 'shoe', 'seat', 'almost', 'storage', 'space', 'thing', 'left', 'loose', 'footwell', 'area', 'footrest', 'double', 'buddy', 'seat', 'although', 'would', 'rather', 'cramped', 'id', 'imagine', 'seat', 'fine', 'comfortable', 'good', 'enough', 'get', 'reasonable', 'sleep', 'hr', 'journey', 'cabin', 'lighting', 'temperature', 'perfect', 'view', 'outside', 'restricted', 'angle', 'seat', 'interesting', 'toff', 'landing', 'strapped', 'see', 'fun', 'outside', 'child', 'guess', 'food', 'service', 'excellent', 'toilet', 'wow', 'flimsy', 'concertina', 'door', 'poor', 'water', 'supply', 'small', 'bowl', 'really', 'good', 'brushing', 'teeth', 'middleeastern', 'airline', 'much', 'better', 'ba', 'really', 'rethink', 'overall', 'ba', 'first', 'class', 'equivalent', 'others', 'business', 'class', 'cabin', 'crew', 'attentive', 'better', 'product', 'work']",positive
"['travelled', 'family', 'four', 'maldives', 'despite', 'numerous', 'request', 'many', 'week', 'advance', 'didnt', 'get', 'seat', 'together', 'outbound', 'journey', 'plane', 'old', 'entertainment', 'system', 'antiquated', 'seems', 'issue', 'ba', 'route', 'little', 'competition', 'similar', 'story', 'flew', 'club', 'mauritius', 'trip', 'entertainment', 'system', 'failed', 'together', 'return', 'journey', 'male', 'watched', 'thought', 'three', 'part', 'crime', 'drama', 'called', 'tunnel', 'watching', 'third', 'part', 'discover', 'fourth', 'would', 'story', 'experience', 'aside', 'many', 'airline', 'better', 'entertainment', 'system', 'economy', 'ba', 'service', 'business', 'route', 'paying', 'kind', 'money', 'take', 'two', 'child', 'business', 'class', 'want', 'good', 'entertainment', 'keep', 'occupied', 'dont', 'need', 'space', 'would', 'also', 'nice', 'sit', 'together', 'food', 'grim', 'ten', 'year', 'old', 'son', 'normally', 'devours', 'everything', 'ate', 'nothing', 'leg', 'trip', 'ten', 'hour', 'flight', 'travel', 'either', 'end', 'long', 'time', 'without', 'food', 'seemed', 'hurry', 'serve', 'food', 'throw', 'bottle', 'water', 'shut', 'service', 'hour', 'arrival', 'outbound', 'journey', 'pressed', 'service', 'button', 'minute', 'self', 'cancelled', 'pressed', 'minute', 'later', 'self', 'cancelled', 'returned', 'glass', 'galley', 'staff', 'busy', 'chatting', 'amongst', 'didnt', 'notice', 'presumably', 'didnt', 'see', 'service', 'request', 'either', 'return', 'trip', 'service', 'little', 'chaotic', 'well', 'standard', 'expect', 'food', 'equivalently', 'poor', 'second', 'ba', 'business', 'class', 'trip', 'ive', 'taken', 'maldives', 'time', 'disappointed', 'given', 'cost', 'ive', 'also', 'travelled', 'economy', 'emirate', 'male', 'actually', 'better', 'business', 'emirate', 'fantastic', 'know', 'ba', 'monopoly', 'direct', 'route', 'gatwick', 'male', 'going', 'via', 'dubai', 'emirate', 'future']",positive
"['boston', 'return', 'quick', 'checkin', 'heathrow', 'let', 'slow', 'fast', 'track', 'thats', 'airport', 'fault', 'b', 'gate', 'lounge', 'quiet', 'nice', 'refreshmentsi', 'dont', 'think', 'childrens', 'game', 'console', 'worked', 'entire', 'time', 'open', 'short', 'walk', 'boarding', 'full', 'plane', 'left', 'slightly', 'early', 'landed', 'well', 'ahead', 'schedule', 'crew', 'excellent', 'worked', 'hard', 'throughout', 'decent', 'food', 'well', 'entertainment', 'new', 'system', 'good', 'older', 'system', 'back', 'good', 'screen', 'best', 'order', 'return', 'flight', 'comment', 'pretty', 'much', 'except', 'wife', 'video', 'system', 'didnt', 'work', 'way', 'back', 'let', 'sit', 'first', 'keep', 'ba']",positive
"['ba', 'aug', 'lgw', 'bri', 'checked', 'online', 'drop', 'baggage', 'clear', 'security', 'wrong', 'chaotic', 'system', 'ba', 'running', 'everyone', 'checked', 'online', 'wait', 'long', 'line', 'simply', 'bag', 'tagged', 'sent', 'way', 'member', 'ba', 'staff', 'case', 'please', 'get', 'counter', 'working', 'clear', 'queue', 'quickly', 'pity', 'poor', 'people', 'squeezed', 'way', 'self', 'check', 'bag', 'tagged', 'bag', 'told', 'join', 'line', 'understand', 'system', 'supposed', 'efficient', 'situation', 'ba', 'staff', 'dragging', 'people', 'line', 'going', 'miss', 'flight', 'even', 'nice', 'ba', 'staff', 'member', 'bag', 'tag', 'could', 'explain', 'went', 'wrong', 'flight', 'delayed', 'boarding', 'due', 'flight', 'coming', 'late', 'issue', 'boarding', 'staff', 'board', 'helpful', 'drink', 'wrap', 'good', 'captain', 'kept', 'u', 'informed', 'delay', 'landed', 'min', 'late', 'apologise', 'late', 'arrival', 'please', 'gatwick', 'ba', 'sort', 'check']",positive
"['lhryyz', 'checked', 'departure', 'check', 'quick', 'proceeded', 'fast', 'track', 'fast', 'lounge', 'quite', 'busy', 'staff', 'helpful', 'departed', 'time', 'take', 'offered', 'drink', 'new', 'b', 'aircraft', 'nice', 'clean', 'sat', 'f', 'converted', 'flat', 'bed', 'good', 'min', 'flight', 'drink', 'run', 'came', 'asked', 'lunch', 'choose', 'salmon', 'starter', 'excellent', 'main', 'choose', 'chicken', 'option', 'good', 'veg', 'hard', 'finally', 'choose', 'ice', 'cream', 'dessert', 'landed', 'time', 'got', 'bag', 'quickly']",positive
"['flew', 'london', 'sydney', 'club', 'world', 'business', 'class', 'done', 'similar', 'oz', 'flight', 'recently', 'qatar', 'airline', 'experience', 'like', 'comparing', 'premium', 'third', 'division', 'football', 'club', 'everything', 'ba', 'shoddy', 'shabby', 'second', 'rate', 'sad', 'numerous', 'example', 'business', 'lounge', 'lay', 'cabin', 'comfort', 'seat', 'privacy', 'food', 'service', 'second', 'rate', 'k', 'extra', 'flight', 'cost', 'would', 'seriously', 'consider', 'flying', 'sydney', 'via', 'perth', 'next', 'time', 'longer', 'experience', 'arrive', 'feeling', 'caressed', 'bundled', 'along', 'really', 'pain', 'say', 'poor', 'way', 'present', 'country', 'airline']",negative
"['ba', 'th', 'august', 'mind', 'bought', 'ba', 'ticket', 'would', 'great', 'flight', 'experience', 'based', 'reputation', 'star', 'airline', 'turned', 'totally', 'wrong', 'used', 'travel', 'airline', 'seems', 'flight', 'experience', 'ba', 'changi', 'airport', 'heathrow', 'worst', 'many', 'way', 'worth', 'money', 'spent', 'firstly', 'seat', 'space', 'really', 'small', 'cant', 'imagine', 'bigger', 'medium', 'size', 'person', 'secondly', 'proportion', 'food', 'served', 'generous', 'comparison', 'airline', 'served', 'food', 'twice', 'hour', 'long', 'haul', 'journey', 'thirdly', 'service', 'considered', 'moderate', 'seemed', 'like', 'one', 'cared', 'toilet', 'economy', 'class', 'one', 'bothered', 'top', 'toilet', 'roll', 'lastly', 'inflight', 'entertainment', 'back', 'dated', 'movie', 'selection', 'must', 'year', 'old', 'flimsy', 'earphone', 'outdated', 'screen', 'unhappy', 'customer']",positive
"['bari', 'gatwick', 'flight', 'seems', 'late', 'regular', 'basis', 'three', 'time', 'hour', 'late', 'two', 'hour', 'late', 'summer', 'four', 'time', 'involved', 'seems', 'summer', 'schedule', 'optimistic', 'checkin', 'bari', 'hopeless', 'always', 'queue', 'bag', 'drop', 'seems', 'used', 'traveller', 'ticketing', 'problem', 'boarding', 'poor', 'regularly', 'left', 'wait', 'hot', 'air', 'bridge', 'gate', 'plane', 'none', 'done', 'ba', 'staff', 'ba', 'reputation', 'good', 'seemingly', 'using', 'level', 'service', 'expected', 'low', 'cost', 'carrier', 'also', 'go', 'london', 'onboard', 'though', 'always', 'good', 'despite', 'age', 'plane', 'fair', 'choice', 'drink', 'good', 'sandwich', 'nice', 'crew', 'flight', 'ended', 'minute', 'wait', 'luggage', 'lot', 'ba', 'address']",neutral
"['gatwick', 'cancun', 'club', 'world', 'return', 'july', 'old', 'plane', 'think', 'ba', 'use', 'gatwick', 'food', 'cant', 'understand', 'get', 'wrong', 'flew', 'virgin', 'upperclass', 'cancun', 'use', 'ba', 'year', 'due', 'date', 'use', 'ba', 'cabin', 'crew', 'bad', 'could', 'better', 'save', 'money', 'go', 'virgin']",positive
"['lhrmadlhr', 'ba', 'geuoe', 'return', 'b', 'gbzhb', 'excellent', 'flight', 'way', 'cabin', 'service', 'good', 'got', 'seating', 'requested', 'nice', 'refurbished', 'b', 'return', 'journey', 'definitely', 'choice', 'carrier']",positive
"['lhrlax', 'ordlhr', 'great', 'crew', 'flight', 'new', 'aircraft', 'great', 'although', 'preferred', 'er', 'journey', 'comfortable', 'legroom', 'back', 'ba', 'really', 'upped', 'game', 'would', 'happily', 'fly', 'future']",positive
"['flew', 'singapore', 'heathrow', 'b', 'certainly', 'ageing', 'aircraft', 'showed', 'age', 'think', 'one', 'ba', 'main', 'letdown', 'inflight', 'entertainment', 'slightly', 'disappointing', 'wasnt', 'single', 'movie', 'fancied', 'suppose', 'everyone', 'different', 'taste', 'listen', 'music', 'though', 'service', 'board', 'generally', 'good', 'least', 'side', 'aircraft', 'stewardess', 'served', 'kind', 'attentive', 'food', 'good', 'although', 'got', 'sense', 'something', 'missing', 'meal', 'overall', 'wasnt', 'highly', 'appealing', 'also', 'find', 'seat', 'comfortable', 'softer', 'singapore', 'airline', 'slept', 'well', 'im', 'usually', 'one', 'sleep', 'particularly', 'well', 'flight', 'ba', 'certainly', 'improve', 'aspect', 'overall', 'found', 'pleasure', 'travel']",positive
"['flew', 'gatwick', 'rome', 'back', 'holiday', 'pleasantly', 'surprised', 'standard', 'food', 'service', 'salad', 'outward', 'flight', 'exceptional', 'steward', 'return', 'leg', 'nearfull', 'cabin', 'anticipating', 'passenger', 'might', 'want', 'ba', 'food', 'baffle', 'ive', 'flown', 'first', 'time', 'past', 'year', 'food', 'bad', 'thought', 'ba', 'pay', 'compensation', 'well', 'refunding', 'flight', 'ticket', 'business', 'usually', 'ok', 'letdown', 'time', 'lounge', 'gatwick', 'like', 'ryanair', 'holding', 'pen']",positive
"['th', 'july', 'flew', 'edinburgh', 'gatwick', 'flight', 'delayed', 'hour', 'hit', 'lightening', 'flight', 'accepted', 'happened', 'afterwards', 'mean', 'never', 'use', 'information', 'detail', 'happening', 'bedraggled', 'time', 'refreshment', 'offered', 'flight', 'delayed', 'allow', 'people', 'transfer', 'back', 'onto', 'flight', 'choose', 'transferred', 'later', 'flight', 'rather', 'wait', 'see', 'happening', 'lead', 'delay', 'hour', 'breakfast', 'snack', 'served', 'health', 'safety', 'reason', 'although', 'stated', 'would', 'well', 'hydrated', 'flight', 'one', 'drink', 'service', 'provided', 'consisted', 'fluid', 'oz', 'cup', 'water', 'pm', 'proceeded', 'leave', 'luggage', 'edinburgh', 'travelled', 'gatwick', 'giving', 'u', 'run', 'around', 'hour', 'half', 'decided', 'tell', 'u', 'could', 'track', 'bag', 'took', 'two', 'day', 'locate', 'send', 'edinburgh', 'gatwick', 'would', 'use', 'recommend', 'never', 'month', 'sunday']",positive
"['flew', 'munich', 'boston', 'via', 'heathrow', 'august', 'munich', 'heathrow', 'first', 'flight', 'munich', 'flight', 'good', 'leaving', 'time', 'due', 'flight', 'delayed', 'arriving', 'london', 'night', 'get', 'breakfast', 'served', 'business', 'class', 'heathrow', 'boston', 'flight', 'nice', 'business', 'seat', 'ok', 'nothing', 'special', 'comparison', 'airline', 'like', 'iberia', 'business', 'much', 'nicer', 'cabin', 'crew', 'nice', 'friendly', 'food', 'nice', 'selected', 'salad', 'instead', 'hot', 'meal', 'managed', 'good', 'rest', 'way', 'boston', 'meal']",positive
"['lhrewr', 'club', 'world', 'offered', 'gbp', 'upgrade', 'prem', 'econ', 'day', 'prior', 'lounge', 'experience', 'positive', 'good', 'selection', 'food', 'well', 'labelled', 'treatment', 'chair', 'massage', 'elemi', 'staff', 'attentive', 'dreamliner', 'great', 'way', 'fly', 'although', 'delayed', 'half', 'hour', 'arrived', 'ahead', 'time', 'felt', 'relaxed', 'addressed', 'name', 'throughout', 'crew', 'friendly', 'yes', 'smiled', 'two', 'hot', 'towel', 'service', 'multi', 'course', 'dinner', 'served', 'without', 'fuss', 'sure', 'wash', 'bag', 'although', 'convenient', 'carry', 'entertainment', 'option', 'excellent', 'baggage', 'waiting', 'carousel', 'good', 'flight', 'ba']",positive
"['ba', 'jnblhr', 'august', 'business', 'class', 'upper', 'deck', 'flight', 'live', 'expectation', 'many', 'seat', 'make', 'business', 'class', 'cabin', 'look', 'crowded', 'narrow', 'seat', 'row', 'facing', 'opposite', 'direction', 'problem', 'impedes', 'free', 'movement', 'seat', 'specially', 'one', 'middle', 'window', 'side', 'also', 'much', 'space', 'storage', 'personal', 'item', 'like', 'spec', 'etc', 'window', 'blind', 'section', 'upper', 'deck', 'kept', 'lowered', 'entire', 'hr', 'flight', 'cue', 'outside', 'light', 'whatsoever', 'landed', 'heathrow', 'parked', 'stand', 'felt', 'like', 'sitting', 'light', 'proof', 'box', 'artificial', 'illumination', 'thought', 'need', 'keep', 'blind', 'open', 'landing', 'take', 'business', 'class', 'comfortable']",positive
